Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hp_listner,Chrome 116.0.0.0,,,2023-09-03 10:24:33,2023-09-03 11:03:33,38m - 59.408s,FAILED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_001,Chrome 116.0.0.0,To Verify that user is able to the access the site by typing Redesign URL in the browse.,,2023-09-03 10:25:47,2023-09-03 10:26:10,22.710s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 116.0.0.0,,,2023-09-03 10:25:47,2023-09-03 10:26:09,21.858s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:09,2023-09-03 10:26:10,0.430s,PASSED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_002,Chrome 116.0.0.0,"To verify  that system display the following link in the header
1.Departmentos
2.Marcas
3.Credito
4.Mesa de regalosa 
5.Search text box
6.Iniciar sesion
7.Ubica tu tienda 
8.Mis pedidos
9.Ayuda",,2023-09-03 10:26:10,2023-09-03 10:26:26,16.231s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 116.0.0.0,,,2023-09-03 10:26:10,2023-09-03 10:26:20,10.732s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:21,2023-09-03 10:26:21,0.366s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Departamentos""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:21,2023-09-03 10:26:22,0.361s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand1_HP""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:22,2023-09-03 10:26:22,0.398s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand2_HP""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:22,2023-09-03 10:26:22,0.341s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand3_HP""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:22,2023-09-03 10:26:23,0.354s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand4_HP""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:23,2023-09-03 10:26:23,0.353s,PASSED
"verifyElementPresent(findTestObject(""HomePage/mesa_de_regalos_HP""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:23,2023-09-03 10:26:24,0.354s,PASSED
"verifyElementPresent(findTestObject(""HomePage/credito_HP""), 0)",Chrome 116.0.0.0,,,2023-09-03 10:26:24,2023-09-03 10:26:24,0.367s,PASSED
