Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HomePage,Chrome 115.0.0.0,,,2023-08-17 10:07:14,2023-08-17 10:28:16,21m - 2.443s,FAILED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_001,Chrome 115.0.0.0,To Verify that user is able to the access the site by typing Redesign URL in the browse.,,2023-08-17 10:07:15,2023-08-17 10:09:03,1m - 48.478s,FAILED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-17 10:07:17,2023-08-17 10:07:27,10.807s,PASSED
navigateToUrl(URL),Chrome 115.0.0.0,,,2023-08-17 10:07:27,2023-08-17 10:08:31,1m - 3.427s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-17 10:08:31,2023-08-17 10:08:31,0.466s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 115.0.0.0,,,2023-08-17 10:08:31,2023-08-17 10:09:03,31.996s,FAILED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_002,Chrome 115.0.0.0,"To verify  that system display the following link in the header
1.Departmentos
2.Marcas
3.Credito
4.Mesa de regalosa 
5.Search text box
6.Iniciar sesion
7.Ubica tu tienda 
8.Mis pedidos
9.Ayuda",,2023-08-17 10:09:03,2023-08-17 10:10:40,1m - 36.880s,FAILED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-17 10:09:07,2023-08-17 10:09:11,4.437s,PASSED
navigateToUrl(URL),Chrome 115.0.0.0,,,2023-08-17 10:09:11,2023-08-17 10:10:07,55.460s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-17 10:10:07,2023-08-17 10:10:07,0.226s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 115.0.0.0,,,2023-08-17 10:10:07,2023-08-17 10:10:40,33.162s,FAILED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_006,Chrome 115.0.0.0,"To verify that the user is navigated to  “Mesa de Regalos"" page by clicking on the  “Mesa de Regalos"" link on the header section.",,2023-08-17 10:10:40,2023-08-17 10:12:33,1m - 53.221s,FAILED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-17 10:10:41,2023-08-17 10:10:44,2.913s,PASSED
navigateToUrl(URL),Chrome 115.0.0.0,,,2023-08-17 10:10:44,2023-08-17 10:12:02,1m - 17.389s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-17 10:12:02,2023-08-17 10:12:02,0.153s,PASSED
"verifyElementClickable(findTestObject(""HomePage/Mesa de regalos_HP""))",Chrome 115.0.0.0,,,2023-08-17 10:12:02,2023-08-17 10:12:33,31.787s,FAILED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_007,Chrome 115.0.0.0,To verify the display of Login overlay when Anonymous user click on  Iniciar sesion link,,2023-08-17 10:12:34,2023-08-17 10:14:43,2m - 9.976s,FAILED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-17 10:12:34,2023-08-17 10:12:37,2.945s,PASSED
navigateToUrl(URL),Chrome 115.0.0.0,,,2023-08-17 10:12:37,2023-08-17 10:14:11,1m - 33.974s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-17 10:14:11,2023-08-17 10:14:12,0.241s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""), STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-17 10:14:12,2023-08-17 10:14:43,31.816s,FAILED
,,,,,,,
Test Cases/HomePage/TS_SMOKE_SUITE_008,Chrome 115.0.0.0,"To verify that the user is navigated to  ""Tiendas""( Store locator) page by clicking on the  “Ubica tu tienda "" link on the header section.",,2023-08-17 10:14:43,2023-08-17 10:16:18,1m - 34.477s,FAILED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-17 10:14:45,2023-08-17 10:14:50,4.347s,PASSED
navigateToUrl(URL),Chrome 115.0.0.0,,,2023-08-17 10:14:50,2023-08-17 10:15:46,56.380s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-17 10:15:46,2023-08-17 10:15:46,0.373s,PASSED
