Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SmokeSuite_AllModules,Chrome 116.0.0.0,,,2023-09-01 08:13:27,2023-09-01 10:28:44,2h - 15m - 16.961s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_016,Chrome 116.0.0.0,To Verify logged in user is able to view the profile inforamtion from Actualizar datos personales link in my account page after Updating personal information,,2023-09-01 08:13:28,2023-09-01 08:13:32,4.766s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-01 08:13:28,2023-09-01 08:13:32,4.249s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_017,Chrome 116.0.0.0,Verify the user able to add new Personal shipping address,,2023-09-01 08:13:32,2023-09-01 08:16:46,3m - 13.798s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-01 08:13:34,2023-09-01 08:13:35,1.754s,PASSED
navigateToUrl(URL),Chrome 116.0.0.0,,,2023-09-01 08:13:35,2023-09-01 08:15:00,1m - 24.200s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-09-01 08:15:00,2023-09-01 08:15:00,0.261s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""))",Chrome 116.0.0.0,,,2023-09-01 08:15:00,2023-09-01 08:15:01,0.606s,PASSED
"callTestCase(findTestCase(""CommonMethods/loginFromHomePage""), [""username"":AMUsername, ""password"":AMpassword], STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 08:15:01,2023-09-01 08:15:26,25.761s,PASSED
waitForPageLoad(0),Chrome 116.0.0.0,,,2023-09-01 08:15:26,2023-09-01 08:15:27,0.180s,PASSED
"mouseOver(findTestObject(""HomePage/AfterLogin_Homepage""))",Chrome 116.0.0.0,,,2023-09-01 08:15:27,2023-09-01 08:15:58,31.489s,PASSED
"click(findTestObject(""AccountManagement/MyAccountButton_Account""))",Chrome 116.0.0.0,,,2023-09-01 08:15:58,2023-09-01 08:15:59,0.513s,PASSED
"click(findTestObject(""AccountManagement/DeliveryAddress_Account""))",Chrome 116.0.0.0,,,2023-09-01 08:15:59,2023-09-01 08:16:06,7.834s,PASSED
"click(findTestObject(""AccountManagement/AddAdressPersonal_Account""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 08:16:06,2023-09-01 08:16:13,6.696s,PASSED
"callTestCase(findTestCase(""CommonMethods/SaveAddress_AccountManagment""), [:], STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 08:16:13,2023-09-01 08:16:37,23.507s,PASSED
"click(findTestObject(""AccountManagement/KeepButtonClickNCollection_Account""))",Chrome 116.0.0.0,,,2023-09-01 08:16:37,2023-09-01 08:16:37,0.472s,PASSED
"address = getText(findTestObject(""AccountManagement/FirstPersonalShippingAddress_Account""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 08:16:37,2023-09-01 08:16:45,8.324s,PASSED
out.println(address),Chrome 116.0.0.0,,,2023-09-01 08:16:45,2023-09-01 08:16:45,0.011s,PASSED
out.println(TempAddress),Chrome 116.0.0.0,,,2023-09-01 08:16:45,2023-09-01 08:16:45,0.000s,PASSED
if (TempAddress == address),Chrome 116.0.0.0,,,2023-09-01 08:16:45,2023-09-01 08:16:45,0.001s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-09-01 08:16:45,2023-09-01 08:16:46,0.810s,PASSED
,,,,,,,
