Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
total_smokeSuit,,,,2023-08-18 09:46:36,2023-08-18 09:49:35,2m - 58.499s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_016,,To Verify logged in user is able to view the profile inforamtion from Actualizar datos personales link in my account page after Updating personal information,,2023-08-18 09:46:36,2023-08-18 09:46:44,7.358s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:37,2023-08-18 09:46:44,6.522s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_017,,Verify the user able to add new Personal shipping address,,2023-08-18 09:46:44,2023-08-18 09:46:47,3.199s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:44,2023-08-18 09:46:47,2.520s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_018,,Verify the user able to add new Click & Collect address address,,2023-08-18 09:46:47,2023-08-18 09:46:50,2.669s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:47,2023-08-18 09:46:50,2.162s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_019,,Verify the last added Store address is displayed in the top section as a priority,,2023-08-18 09:46:50,2023-08-18 09:46:52,2.651s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:50,2023-08-18 09:46:52,2.084s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_020,,Verify if the user able to make C&C store address as default address,,2023-08-18 09:46:52,2023-08-18 09:46:56,3.246s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:53,2023-08-18 09:46:56,2.609s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_021,,Verify the user is able to navigate to forma de pago page and view the payment menthods,,2023-08-18 09:46:56,2023-08-18 09:46:59,3.101s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:56,2023-08-18 09:46:59,2.509s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_022,,Verify the user able to update the payment methods as default in forma de pago page,,2023-08-18 09:46:59,2023-08-18 09:47:01,2.771s,FAILED
"openBrowser("""")",,,,2023-08-18 09:46:59,2023-08-18 09:47:01,2.304s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_023,,"To Verify Logged in user is able to Add ,Edit and remove  credit card from my account from my account",,2023-08-18 09:47:01,2023-08-18 09:47:05,3.527s,FAILED
"openBrowser("""")",,,,2023-08-18 09:47:02,2023-08-18 09:47:05,2.720s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_024,,"To Verify Logged in user is able to add, Edit and Remove the delivery address from my account",,2023-08-18 09:47:05,2023-08-18 09:47:08,2.716s,FAILED
"openBrowser("""")",,,,2023-08-18 09:47:06,2023-08-18 09:47:08,2.082s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_025,,To Verify Logged in user is able to change the password,,2023-08-18 09:47:08,2023-08-18 09:47:11,3.031s,FAILED
"openBrowser("""")",,,,2023-08-18 09:47:08,2023-08-18 09:47:11,2.268s,FAILED
,,,,,,,
Test Cases/Browse and Shop/TS_SMOKE_SUITE_039,,To verify that the breadcrumbs are clickable when user has landed on L1 category page.,,2023-08-18 09:47:11,2023-08-18 09:47:14,3.414s,FAILED
"openBrowser("""")",,,,2023-08-18 09:47:12,2023-08-18 09:47:14,2.634s,FAILED
,,,,,,,
