Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AccountManagement,Chrome 116.0.0.0,,,2023-08-22 13:09:33,2023-08-22 13:16:54,7m - 21.871s,ERROR
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_016,Chrome 116.0.0.0,To Verify logged in user is able to view the profile inforamtion from Actualizar datos personales link in my account page after Updating personal information,,2023-08-22 13:09:33,2023-08-22 13:10:58,1m - 24.992s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-22 13:09:33,2023-08-22 13:09:37,3.320s,PASSED
navigateToUrl(URL),Chrome 116.0.0.0,,,2023-08-22 13:09:37,2023-08-22 13:10:26,49.624s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-22 13:10:26,2023-08-22 13:10:27,0.182s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""))",Chrome 116.0.0.0,,,2023-08-22 13:10:27,2023-08-22 13:10:58,31.367s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_017,Chrome 116.0.0.0,Verify the user able to add new Personal shipping address,,2023-08-22 13:10:58,2023-08-22 13:11:42,44.264s,ERROR
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-22 13:10:58,2023-08-22 13:11:00,2.069s,PASSED
navigateToUrl(URL),Chrome 116.0.0.0,,,2023-08-22 13:11:00,2023-08-22 13:11:41,40.370s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-22 13:11:41,2023-08-22 13:11:41,0.229s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""))",Chrome 116.0.0.0,,,2023-08-22 13:11:41,2023-08-22 13:11:42,1.133s,PASSED
"callTestCase(findTestCase(""CommonMethods/loginFromHomePage""), [""username"":AMUsername, ""password"":AMpassword], STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-08-22 13:11:42,2023-08-22 13:11:42,0.019s,ERROR
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_018,Chrome 116.0.0.0,Verify the user able to add new Click & Collect address address,,2023-08-22 13:11:42,2023-08-22 13:11:56,14.098s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-22 13:11:43,2023-08-22 13:11:45,2.120s,PASSED
navigateToUrl(URL),Chrome 116.0.0.0,,,2023-08-22 13:11:45,2023-08-22 13:11:56,11.634s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_019,Chrome 116.0.0.0,Verify the last added Store address is displayed in the top section as a priority,,2023-08-22 13:11:56,2023-08-22 13:12:01,4.832s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-22 13:11:57,2023-08-22 13:12:01,4.590s,FAILED
,,,,,,,
Test Cases/AccountManagement/TS_SMOKE_SUITE_020,Chrome 116.0.0.0,Verify if the user able to make C&C store address as default address,,2023-08-22 13:12:01,2023-08-22 13:12:50,49.133s,ERROR
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-22 13:12:01,2023-08-22 13:12:03,1.382s,PASSED
