Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ArrangeByLogin,Chrome 116.0.0.0,first only not login test case will run after that 1 login is performed and next all remaining login test case will run,,2023-09-26 10:57:51,2023-09-26 11:07:32,9m - 41.216s,FAILED
,,,,,,,
Test Cases/1ArangeByLogin/HomePage/TS_SMOKE_SUITE_001,Chrome 116.0.0.0,To Verify that user is able to the access the site by typing Redesign URL in the browse.,,2023-09-26 10:58:47,2023-09-26 10:59:03,15.966s,PASSED
"callTestCase(findTestCase(""CommonMethods/logout""), [:], OPTIONAL)",Chrome 116.0.0.0,,,2023-09-26 10:58:47,2023-09-26 10:58:55,7.203s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:58:55,2023-09-26 10:58:55,0.369s,PASSED
Start listener action : sampleAfterTestCase,Chrome 116.0.0.0,,,2023-09-26 10:58:55,2023-09-26 10:59:03,7.697s,PASSED
,,,,,,,
Test Cases/1ArangeByLogin/HomePage/TS_SMOKE_SUITE_002,Chrome 116.0.0.0,"To verify  that system display the following link in the header
1.Departmentos
2.Marcas
3.Credito
4.Mesa de regalosa 
5.Search text box
6.Iniciar sesion
7.Ubica tu tienda 
8.Mis pedidos
9.Ayuda",,2023-09-26 10:59:03,2023-09-26 10:59:15,12.446s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:03,2023-09-26 10:59:04,0.560s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Departamentos""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:04,2023-09-26 10:59:04,0.374s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand1_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:04,2023-09-26 10:59:04,0.369s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand2_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:04,2023-09-26 10:59:05,0.359s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand3_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:05,2023-09-26 10:59:05,0.374s,PASSED
"verifyElementPresent(findTestObject(""HomePage/brand4_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:05,2023-09-26 10:59:06,0.362s,PASSED
"verifyElementPresent(findTestObject(""HomePage/mesa_de_regalos_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:06,2023-09-26 10:59:06,0.342s,PASSED
"verifyElementPresent(findTestObject(""HomePage/credito_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:06,2023-09-26 10:59:06,0.383s,PASSED
"verifyElementPresent(findTestObject(""HomePage/MainSearchbar_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:06,2023-09-26 10:59:07,0.366s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Iniciar sesion""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:07,2023-09-26 10:59:07,0.372s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Tiendas_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:07,2023-09-26 10:59:07,0.354s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Mis Compras_hp""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:07,2023-09-26 10:59:08,0.369s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Ayuda_HP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:08,2023-09-26 10:59:08,0.361s,PASSED
Start listener action : sampleAfterTestCase,Chrome 116.0.0.0,,,2023-09-26 10:59:08,2023-09-26 10:59:15,7.119s,PASSED
,,,,,,,
Test Cases/1ArangeByLogin/HomePage/TS_SMOKE_SUITE_003,Chrome 116.0.0.0,To verify the display of L1 category flyout on mouse hover the Departmentos link,,2023-09-26 10:59:15,2023-09-26 10:59:25,10.260s,PASSED
"verifyElementPresent(findTestObject(""HomePage/Logo_hp""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:16,2023-09-26 10:59:16,0.344s,PASSED
"mouseOver(findTestObject(""HomePage/Departamentos""))",Chrome 116.0.0.0,,,2023-09-26 10:59:16,2023-09-26 10:59:17,0.634s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L1_Category1_HP""))",Chrome 116.0.0.0,,,2023-09-26 10:59:17,2023-09-26 10:59:17,0.414s,PASSED
"mouseOver(findTestObject(""HomePage/L1_Category1_HP""))",Chrome 116.0.0.0,,,2023-09-26 10:59:17,2023-09-26 10:59:18,0.606s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L2CategoryInFlyout_HP""))",Chrome 116.0.0.0,,,2023-09-26 10:59:18,2023-09-26 10:59:18,0.496s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L3CategoriesInFlyout_HP""))",Chrome 116.0.0.0,,,2023-09-26 10:59:18,2023-09-26 10:59:18,0.433s,PASSED
Start listener action : sampleAfterTestCase,Chrome 116.0.0.0,,,2023-09-26 10:59:18,2023-09-26 10:59:25,7.018s,PASSED
,,,,,,,
Test Cases/1ArangeByLogin/HomePage/TS_SMOKE_SUITE_007,Chrome 116.0.0.0,To verify the display of Login overlay when Anonymous user click on  Iniciar sesion link,,2023-09-26 10:59:25,2023-09-26 10:59:54,28.641s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-26 10:59:26,2023-09-26 10:59:26,0.442s,PASSED
"verifyElementPresent(findTestObject(""HomePage/EnterUsername_LP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:26,2023-09-26 10:59:34,7.710s,PASSED
"verifyElementPresent(findTestObject(""HomePage/EnterPassword_LP""), 0)",Chrome 116.0.0.0,,,2023-09-26 10:59:34,2023-09-26 10:59:34,0.341s,PASSED
