Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
checkout,Chrome 116.0.0.0,,,2023-09-01 14:28:45,2023-09-01 14:54:01,25m - 16.093s,FAILED
,,,,,,,
Test Cases/Checkout/TS_SMOKE_SUITE_072,Chrome 116.0.0.0,To verify the functionality of adding a new Personal shipping address in OPC flow for logged in user,,2023-09-01 14:28:45,2023-09-01 14:32:29,3m - 44.190s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-01 14:28:46,2023-09-01 14:28:51,4.423s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-09-01 14:28:51,2023-09-01 14:28:51,0.203s,PASSED
navigateToUrl(URL),Chrome 116.0.0.0,,,2023-09-01 14:28:51,2023-09-01 14:29:50,58.523s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""))",Chrome 116.0.0.0,,,2023-09-01 14:29:50,2023-09-01 14:29:50,0.628s,PASSED
"callTestCase(findTestCase(""CommonMethods/loginFromHomePage""), [""username"":username, ""password"":password], STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 14:29:50,2023-09-01 14:30:17,26.550s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""jeans""], STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 14:30:17,2023-09-01 14:31:11,54.175s,PASSED
waitForPageLoad(0),Chrome 116.0.0.0,,,2023-09-01 14:31:11,2023-09-01 14:31:11,0.198s,PASSED
"click(findTestObject(""HomePage/FirstProduct_plp""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-01 14:31:11,2023-09-01 14:31:26,14.822s,PASSED
"click(findTestObject(""PDPPage/Size1_PDP""), OPTIONAL)",Chrome 116.0.0.0,,,2023-09-01 14:31:26,2023-09-01 14:31:37,11.519s,PASSED
"click(findTestObject(""PDPPage/AddToCart_pdp""))",Chrome 116.0.0.0,,,2023-09-01 14:31:37,2023-09-01 14:31:39,1.214s,PASSED
"click(findTestObject(""HomePage/Cart_header""))",Chrome 116.0.0.0,,,2023-09-01 14:31:39,2023-09-01 14:31:43,4.391s,PASSED
"click(findTestObject(""CartPage/BuyButton_Cart""))",Chrome 116.0.0.0,,,2023-09-01 14:31:43,2023-09-01 14:31:50,6.824s,PASSED
"click(findTestObject(""OPCPage/ChangeAddress_Checkout""))",Chrome 116.0.0.0,,,2023-09-01 14:31:50,2023-09-01 14:32:14,23.773s,PASSED
"click(findTestObject(""OPCPage/AddAddressButtonPopup_checkout""))",Chrome 116.0.0.0,,,2023-09-01 14:32:14,2023-09-01 14:32:16,2.876s,PASSED
"StoreValue = ""AUTOMATION"" + RandomStringUtils.randomAlphabetic(8)",Chrome 116.0.0.0,,,2023-09-01 14:32:16,2023-09-01 14:32:16,0.013s,PASSED
